Yang_Eryth_TF,Yang_Lineage_Eryth,Yang_Granulocyte_TF,Yang_Granulocyte_Lineage,Yang_Lineage_Lymphoid,Yang_Lymphoid_TFs,Yang_Megakaryocyte_Lineage,Yang_Megakaryocyte_TFs,Yang S Phase,Yang G1S Phase,Yang G2M ,Yang Refined G2M,Yang Quiescent,WilsonMolO,Tusi_EPO_MPP,MPP2_Pietras,MPP3_Pietras,MPP4_Pietras,Yang_IFNg_response,Chen_early pre-DC marker,Chen_pre-cDC2 marker,Chen_pre-cDC1 marker,Yang_active_HSCs,Yang_Quiescent_HSCs,Yang_HSCs,Yang_MPP1,Yang_MPP2,Yang_MPP3,Yang_MPP4,Niche,Pia_HSC,Pia_MPP1,Pia_MPP2,Pia_MPP3,Pia_MPP4,Pia_MPP5
Tcfe3,Bcl7a,Tcfec,Atp6v1e1,1190002N15Rik,Aff4,Gbf1,Tcf12,Pole3,Ndufb3,Kif4,Nusap1,Zfp93,Procr,Ctnnd2,Pf4,Sgms2,Ccl3,Aqp4,Apobec3,Cybb,Gatm,B9d2,Slfn2,Casd1,Rpp30,Ankrd44,Mbc2,Spata2,Kit,1810010H24Rik,1700008O03Rik,0610010F05Rik,5430427O19Rik,1700025G04Rik,Myadm
Arnt,4930534B04Rik,Gm608,Ctbp2,Rgl1,Hif1a,Brp44,Nfia,Hist1h2ac,Dusp7,Ect2,Cenpn,Gimap6,Pdzk1ip1,Msrb3,Clca1,Ly6d,Birc7,Cxcl16,Cmah,Hpgd,01-Mar,Hdgf,Wbscr27,Hbb-b1,Asb6,Nedd9,Mkrn2,BC017158,Adipor2,1810021B22Rik,4933406C10Rik,0610010K14Rik,5830416I19Rik,1810034E14Rik,Myo1g
Tal1,Hdgf,Xbp1,Lta4h,Rufy1,Mxd1,Cysltr2,E2f4,Ccne1,Mcm10,2310014L17Rik,Cep78,Inadl,Ltb,Map3k19,Hist1h4d,Ighvq52.3.8,Rgl1,Gbp2,Cox5a,Ict1,Naaa,Gata1,Il2rg,Atp5a1,Utp3,4930402H24Rik,Trpc4ap,Col4a2,Adipor1,2410006H16Rik,6720489N17Rik,1700021F05Rik,Abca4,2410004P03Rik,Napg
Tcf12,Gata1,Cebpa,Tcfec,Paf1,Arnt,Pld3,Hmg20a,Hist1h2ap,Gypc,Nusap1,Pbk,Lass4,Mllt3,Ccl17,Aspm,Cybb,Kynu,Gbp8,Fdps,Ifi30,Ncf4,Mrpl48,Cdkn1c,Btf3l4,Fdft1,Gmpr2,Arfgap1,2900009I07Rik,Cd93,2510009E07Rik,Abca1,1700097N02Rik,Ada,5031439G07Rik,Ncoa2
Nfia,Caprin1,Cbfb,Stxbp5,Samhd1,Id2,Arhgap6,Smarce1,Hist1h2ag,Phlda2,Cenpn,Hist1h2bj,Pdzk1ip1,Ifitm1,1700017N19Rik,Pigw,EG434025  // EG434025,Gcet2,Ifitm2,Fkbp1a,Mgst3,Ndufa13,Caprin1,Tgtp2,Ak3,Lrp10,Arhgap30,Mapkapk5,A930008G19Rik,Scarb1,2900005J15Rik,Ackr1,2810025M15Rik,Adam17,AA467197,Ncoa4
E2f4,Senp3,E2f3,Snap29,Tmem86a,Mycl1,Mat2b,Hmgb3,Pcna,Exoc7,Cep78,Aurkb,Prdm16,Gimap1,Col1a2,Chadl,Rasgrp3,H2afy,Irgm2,Naa50,Ncf2,Ndufab1,Ran,Tmem176b,Rpl7l1,Ube2q1,Fntb,Frs2,Cgrrf1,Il2rg,4930486L24Rik,Adcy4,4933404O12Rik,Adgrl4,Aagab,Ndrg1
E2f3,Gclm,Sfpi1,Trafd1,Crygn,Tcf4,Tmem40,Mybl2,Hist1h1c,Stxbp1,Pbk,MDC1,Rab34,Gimap6,Serpina3f,Hist1h4m,Gata3,Fbxo32,Nos2,Ndufs8,Pla2g4a,Ndufb2,Cdca7,Mettl7a1,D19Bwg1357e,Appbp1,9130227C08Rik,Zfp566,Ppil4,Lrp6,4930556M19Rik,Agfg1,Aaas,Ahcy,Abcf2,Nfic
E2f2,Cd97,Fli1,Otud6b,2410001C21Rik,Ebf1,Lrp12,Mier1,Pole,Ywhah,Hist1h2bj,Top2a,1110020G09Rik,Limd2,Pknox2,Sec14l2,4933426M11Rik,Hmox2,Snca,Paics,Ralb,Ndufb8,Pbk,Mllt3,Trak1,Myadm,Os9,Zfp639,Tcf7l2,Itgb1,4930558K02Rik,Ahctf1,Aars,Aldh1b1,Abhd17b,Nfkbiz
E2f8,Asph,Ets2,Cox15,Slfn2,Satb1,Kif1b,Rcor1,Hist1h2bj,Cflar,Aurkb,Hist1h2ag,5730469M10Rik,Trim47,Col1a1,Fhl1,AA408296,Hmg20a,Ccl2,Ppia,Adrbk2,Rab32,Lig1,Gimap6,Eif4e2,2700060E02Rik,Sirpa,Cttn,Lztr1,Ccrl2,4931406C07Rik,Akr1c13,Aarsd1,Anxa2,Abi3,Nhsl2
E2f6,Dedd,Whsc1,Coro1b,Zscan2,Spib,Pcbp1,Smarcc2,Blm,Sass6,Nme3,D2Ertd750e,Speg,Neil2,Pros1,Gpr113,Trp53inp1,Apbb3,Dapk1,Prdx2,Rps6kb1,Rab43,Uba1,Mkl2,Sra1,Brd4,Tmed1,Gnb4,NR_002897,Lrp8,5330417C22Rik,Alox12,AB124611,Asgr1,Ablim1,Oasl2
Elk4,Gtpbp1,Pknox1,Rad54l2,Ifi44,Etv5,Sh3kbp1,Nrf1,Cdk2,Atp5f1,Mdc1,Mki67,Tbc1d24,Vwf,Plekha6,Kif4,Mmp19,Cd93,Gbp3,Prdx4,Arpc5,02-Sep,Mthfd1,Shisa5,Strap,4933439C20Rik,Dctn6,Lgtn,2310005P05Rik,Cxcr4,5730409E04Rik,Ampd3,Abcb4,Atp13a3,Abr,Osbpl9
Elf2,Mthfd1,Hmbox1,Dhdds,B630019K06Rik,Ets1,Gps2,Preb,Rrm1,Slc10a3,Top2a,Hist1h2ap,Traf1,Pde1b,Slc38a3,Mad2l1,Igk-V21-2,Arap2,Gch1,Ptges3,Dnajc4,Sod1,Plekhj1,Cish,Anp32a,6330577E15Rik,Rab17,Chmp1b,Dtx3l,Il15ra,9130008F23Rik,Arhgef28,Abcc5,Atp1b3,Acot1,Padi4
Hmg20a,Josd1,Zhx1,Nkiras2,Hnrnpa2b1,Foxk2,Ctnna1,Creb3l2,Rrm2,Slc22a21,Hist1h2ag,Cep55,Dcaf12l1,Neo1,Thsd7b,Elfn1,Igj,OTTMUSG00000000971,Il12b,Txn1,Rtn1,St3gal5,Serpinb1a,Hlf,Oat,Map2k1ip1,Fbxw8,Tex2,Vamp4,Csf1r,A930005H10Rik,Arl6ip6,Abcf1,Atp5a1,Acot10,Parp9
Smarce1,Lman2,Lass5,Ddx26b,Itgal,Tcf7,Ccnd3,Zbed4,Pola1,Mc5r,D2Ertd750e,Hist1h4d,Alcam,Sqrdl,Tmem42,Gm1964,Derl3,Il1r1,Kynu,Ube2a,S100a4,Ywhaz,Rangap1,Ifitm3,Heatr5a,Zcwpw1,Psme4,Alkbh5,BC013672,Itgal,A930024E05Rik,Arxes2,Ache,Atp6ap2,Adamts10,Pbld1
Hmgb3,Tcf12,Hoxa7,Ly6c2,Oxa1l,Irf8,Psap,Sp4,Pole2,Brip1,Mrps25,Hist1h2ab,Acox1,Sult1a1,Ccpg1os,Adamts5,Igh  // Igh,Dhrs3,Pparg,Tk1,Serpinb1a,Ckb,Pcna,Gimap1,Ngfrap1,Kif3a,Alg12,Mrpl9,Snx8,Itgb2,AA986860,Bcl2l1,Actb,Atp8b4,Adgrg3,Pcbd1
Pbx2,Ints8,Irf5,Arhgdib,Stat5b,Ncor1,Rab1b,Klf3,,Rabl5,Uxt,E2f8,Angpt1,Cd82,Ltbp2,Tpx2,Camp,Bend6,Stat1,2010107E04Rik,Slfn2,Nadk,Nfyb,Tbc1d10c,Ebna1bp2,Unc119b,Kctd21,Vps35,Sec11c,Lrp5,Abcb1a,Bivm,Actl6a,Bag1,Adssl1,Pcmtd2
Mybl2,Nploc4,Irf8,Bst2,Mdm2,Pparg,Ube2d2,Prdm4,,Gm14326,Mki67,Foxm1,Aph1b,Ramp2,Tcea2,Plxnc1,Il1rl1,Expi,Cdc37,Anp32e,Stard9,Nck2,Ppp2r5c,Mpa2l,Supt4h2,Taf1c,Sh3bp5l,Edc3,Tm7sf1,Sorl1,Abcg2,Brd1,Actr1a,Blmh,Aff3,Pcp4l1
Mier1,Smg5,Mbd1,Serpinb1a,Parp11,Rfx5,Pik3ap1,Klf1,,Yif1b,Rangap1,Cdca2,Airn,Ubl3,Stat4,ENSMUSG00000072833,Naip3,Myof,Dnaja3,Canx,Tcp1,Pak1,Kif22,Aldoa,Rab8b,2900046G09Rik,Cd97,Hgsnat,Jarid2,Tnfrs21,Abcg3,Bscl2,Adam10,Bnip2,Agtrap,Per2
Rcor1,Retsat,Setdb1,Snd1,Rftn1,Rel,Ccl4,Gata1,,2610015P09Rik,Racgap1,Ska1,Bgn,Ly6a,Cml1,Zfpm1,Wipi1,Gdi2,Gbp5,Cops3,Tppp3,Actb,Usp37,Pisd-ps1,Srgn,Nipa2,Sec23a,1500001M20Rik,6330500D04Rik,Igf1r,Abhd5,Btf3l4,Add3,Bpifc,Aim2,Phldb2
Smarcc2,Pa2g4,Smad4,Ammecr1l,Pgam2,Runx2,Clptm1l,Mta3,,Isy1,Hist1h2ap,Hist2h2ac,Ccm2,Cdkn1c,Klk7,Ppm1g,4833408A19Rik,Tcf4,H2-Ab1,Mrpl42,Dusp3,Atpif1,Snrpa1,Trim34a,Ndfip1,Unc45b,Pcmtd2,Whsc1l1,Ankrd39,Sell,Acin1,Cacna1a,Adgrl1,Bsn,Akna,Pim1
Nrf1,Pigq,Smad2,Pdha1,Ebpl,Sp100,Ifngr1,,,Slbp,Arhgap11a,Eme1,Cbx6,Fgfr3,Tmem132d,Rgs14,Edem1,Lims1,Il23r,Mrps5,S100a6,Cd52,Hist1h2ag,D4Wsu53e,Mrpl33,Gramd1a,Rcsd1,Stat5b,Spag8,,Acot2,Cand1,Adgrl2,Bzw1,Amd1,Pim2
Preb,Ccdc91,Mybl2,Gm608,Daxx,Gmeb2,Chst11,,,Asf1b,Cep55,Cks2,Cbx7,Cldn10,Dhrs9,Tulp1,F630201L12Rik,Cnn3,Mir511,Pum2,Ccl9,Gcsam,Rad21,Gvin1,Papss1,Parp2,Itpkb,BC025816,B4galnt4,,Acox1,Card10,Ado,Bzw2,Amd2,Pink1
Rfx5,Gypc,Nr2c1,Tomm7,Cd84,Deaf1,Tm9sf1,,,Ncapg,Birc5,Bub1b,Cldn12,Ptpn14,Dennd1a,Rad23a,Klrb1b,Hlcs,Rpl13a,Rbm3,Fn1,Kdelr2,Hnrnpa0,Gstm1,Slc24a5,Pigx,Numb,BC005624,Aim2,,Acox2,Cask,Ahsa1,Cacybp,Ankrd44,Pip4p1
Deaf1,Tomm40l,Runx1,Vps26b,Ctsh,Sp140,Rhog,,,Ppp1cc,Pias3,H2afx,Crim1,Mettl7a1,Trp53inp1,Adra1a,Thy1,LOC100040329,Tdgf1,Stmn1,Abhd15,Mpeg1,Hist1h2ap,Ifi203,Hist3h2a,Rsrc1,Atp5h,Eml3,Dynll2,,Acp2,Cd9,Ak2,Canx,Anxa6,Pisd
Nfe2l2,Rnf34,Sp100,Smarca2,Stk10,Sp110,Pik3r2,,,Pfdn4,Hist1h4d,Nde1,Dnase2a,Smtnl1,Spag6l,Gm128,Grn,Gpr171,Cited1,Uqcc2,Mtus1,Mrps33,Psat1,Cd74,Stk39,Lax1,Camta2,Bat5,Slc33a1,,Acpp,Cdk17,Ak6,Caprin1,Arap2,Pitx2
Nfe2l1,Picalm,Gmeb1,Ccng2,BC031353,Mef2c,Chd3,,,Mcm6,Spc24,Kif11,Entpd4,Ctsf,Tnfrsf1b,Sgms1,Hepacam2,Igf2r,Gbp10,Atp5b,Sepp1,Rpl18a,Strap,Abcg3,C430048L16Rik,Sec14l1,Rplp1,Osbpl1a,Mllt4,,Acsl3,Cdkn2c,Akt2,Casp7,Arhgap17,Plp1
Creb3l2,Hspd1,Atf4,Znrf2,Mcl1,Mef2a,Stk4,,,Tiprl,Hist1h2ab,Ube2c,Enpp4,Gstm1,Kdr,Ckap2l,LOC100047053,1810020O05Rik,Gbp7,Bcl2,Trf,Rps20,Hmgn5,Rtp4,Lphn2,4932441K18Rik,Cept1,Pdcd7,Etv3,,Adam22,Cenpm,Alad,Casp8ap2,Arhgap18,Ppm1k
Atf4,Ubac1,Mafg,Mapre2,Ddx5,Stat5b,Il2rg,,,Hacl1,E2f8,Tpx2,Enho,Sox18,Inf2,Odz4,4731417B20Rik,Hoxa9,Hpx,Sec24d,Fcor,Rps29,Rabgef1,Pdzk1ip1,Chkb,Hook2,Brwd2,Fuca1,Nsg1,,Adamtsl5,Ckap2,Alg8,Cbfb,Arhgap30,Pqlc3
Dbp,Fbxo34,Thap2,Matr3,Birc2,Tbx21,Sgcb,,,Gsta4,Rdbp,Cep72,Ezh1,Fads3,Zcchc7,Nuf2,Il2rb,4833424O15Rik,Irg1,Sec61b,Trex1,Rps4x,Vim,Gbp8,App,Ap3d1,Ppp1cb,Asxl2,Syvn1,,Adarb1,Col18a1,Alox5,Cchcr1,Arhgap9,Prkaa2
Thra,Mdm2,Zfp161,Galnt11,BC006779,Fosb,Ptp4a3,,,Agk,Foxm1,Cenpp,C78339,,Tmem63b,BC049807,Ighv1-72,Sema3d,Nlrc5,Mif,Nr4a2,Tmsb10,Plaur,Serpina3g,5730427N09Rik,Snf1lk2,Cdc42se1,Sh2d3c,Pigm,,Adcy6,Col4a2,Ammecr1,Ccl9,Arhgdia,Ptprc
Zbtb34,Ccdc90a,Zbtb34,Tmem106c,St8sia4,Fos,Abi1,,,Stk3,Cdca2,Hist1h2ah,Fam110c,,Spry2,F7,BC060267,E330009P21Rik,Slc26a6,Adarb2,Ccnl1,Unc119,Slc22a3,Smpdl3a,Loh12cr1,Vps26a,L3mbtl3,Smc5,Icam1,,Adgra3,Csgalnact1,Anapc15,Ccnl2,Arhgdib,Ptprm
Zbtb2,Cpsf6,Zeb2,Prkar2a,Gpbp1l1,Bach1,Asah1,,,Tmem129,Ska1,Sdccag8,Fam134b,,B4galt2,Hist2h3c1,OTTMUSG00000024777,Pdcl3,Bst2,Brip1,Clec4a1,5430435G22Rik,Spc24,Fam134b,Mbd1,Dbi,Ptpdc1,Vps8,B130050I23Rik,,Adgrd1,Ctdspl,Anapc5,Cct8,Arhgef18,Rasa2
Zbed4,Mier1,Prdm4,Cyb5r4,Synj2,Atf2,Plk4,,,1810043H04Rik,Dcaf7,Ptn,Fstl1,,Ubtfl1,Klc3,Fcgr3,ENSMUSG00000057445,Cyp27b1,Dnmt1,Gm1966,Psmb5,Nono,Tsc22d3,Vps25,Gbe1,Mrps27,Ptpn1,Zfp263,,Adgre5,Cul4a,Ank,Cd244a,Arhgef3,Rbpms
Zfp397,Prkab1,Prdm10,Ankrd13c,Hif1an,Nfe2l1,1600002H07Rik,,,Fbxo6,Sgol2,Kif20b,Foxn3,,Nt5c1b,Mpp2,Txndc5,Mapkapk5,Gbp2b,Dut,Gvin1,Psmb9,Ttc4,Ecscr,2810432L12Rik,Cdc37,Pomp,Srl,Lasp1,,Adgrg1,Cxcl3,Ankle1,Cd48,Arid5a,Rcbtb1
Sp4,Fbxw11,Zfp629,Nup107,St7l,Jun,Trim8,,,Cenpl,Hist2h2ac,Tbcel,Gabbr1,,Limk2,2310061C15Rik,Ltf,Sqrdl,Gbp9,Hells,Lmo2,Rps27l,Arpc5,Ptplad2,Mett10d,Cd38,Prss34,Mettl6,Edem2,,Adgrg2,Cxxc5,Anln,Cdc37,Arid5b,Rec8
Klf3,Sirt1,Zfp512,Glt8d1,Psap,Hnf4a,Tmem2,,,Cdc6,Hmgb2,Tubgcp5,Gbp2,,Etv1,Adcyap1,Sec24d,Kbtbd11,Ifitm3,Lig1,Lrwd1,Rpsa,Hist1h2bj,Pik3r1,Hnrnpl,Phf20l1,Asna1,Clptm1l,Usp18,,Afdn,D930020B18Rik,Anp32b,Cdc42ep4,Arl11,Reep3
Prdm4,Narf,Trps1,Stag1,Irf8,Zfp238,Ccndbp1,,,Nuf2,Eme1,Bub1,Gbp6,,Car13,Olfr1044,3300001P08Rik,Ddx4,Jak2,Mcm5,Mefv,Slc25a14,Ppp2r2a,Tbxas1,Setx,Nras,Osbpl7,Ppil2,2010208K18Rik,,Aftph,Def8,Anp32e,Cdkn1a,Arl4c,Retnlg
Zfp646,Xpo6,Gatad2b,Zc3h11a,Mef2a,2700081O15Rik,Hist1h3e,,,Atad5,Cks2,Pold1,Hlf,,Use1,H2afx,Pou2af1,Timm23,Parp9,Mcm7,Xaf1,Vav3,D2Ertd750e,Araf,Ccng1,2900073G15Rik,Pip5k1a,1110038D17Rik,Srxn1,,Agl,Dennd4a,Antxr1,Cdt1,Arl6ip4,Retreg1
Zfp143,Fignl1,Cebpb,Pcgf6,Ovca2,Klf6,Arfrp1,,,Rfc4,Bub1b,Cdc25c,Hip1r,,Ebag9,Hist1h2ba,IghmAC38.205.12,Ncf1,Socs1,Pcna,Zxdb,Cst3,Bzw1,Ifitm1,Sep-14,Pgm2,Gmfb,5730453I16Rik,Dapk1,,Ago4,Dock1,Ap1m1,Cebpa,Armcx4,Rnf122
Zfp652,Smarcc2,Cebpe,Tax1bp1,Ccl4,Hivep2,Thtpa,,,Zfp651,H2afx,Spag5,Itgb5,,Braf,Atox1,Atp6v0a1,Atp6v1g3,Ccl5,Prim1,AI607873,Gramd3,Serbp1,Gm4951,Nub1,Ctbp1,Tspan5,Mtmr1,Katna1,,Agpat3,Dusp3,Apoe,Cep128,Arpp21,Rnf13
Klf1,Shoc2,Gfi1,Cst7,Tpm4,Ikzf3,Dctn1,,,Paics,Nde1,Tuba1c,Iigp1,,Ap5m1,Gatad2a,Cdk5rap1,5430427O19Rik,Dapk3,Ran,Atf3,Psap,Rqcd1,Procr,Vcpip1,Eea1,Emilin2,2310008H04Rik,Rnf12,,Agpat4,Elmo1,Aqp1,Cgas,Arsb,Rp2
Gata1,Psmd3,,Parp11,Isg20l2,Vezf1,Vav1,,,Gabpb2,Kif11,Cdca8,Itsn1,,Tm2d2,F2r,Pdia4,1700042B14Rik,Gbp4,Rbbp4,Bhlhe40,Slc46a3,Taf9,Txnip,Enox2,Rlf,Zfp426,Limd1,Hist1h2bc,,Agrn,Eno2,Arap3,Chdh,Aspm,Rps27rt
Mta3,Klf3,,Gsto1,1600014C10Rik,Sp3,Fbxw8,,,Lat2,Tuba8,,Klhl13,,Zswim3,Kcnk2,Ly6c1,Tmcc3,H2-Aa,Rrm2,Fosb,Kdm7a,Mcm4,Ly6a,2810453I06Rik,Hdac7a,Acaa2,Dusp10,Bag4,,Agtpbp1,Ercc6l2,Arhgap10,Clcn5,Auh,S100a6
Ldb1,Ireb2,,Mcph1,Herpud1,Zscan2,Lyn,,,Setd3,Ube2c,,Ldhb,,Zfp628,Bola2,Sel1l,Tnf,Il12rb1,Cdk4,Ifi204,Aif1,4933407C03Rik,Gimap4,Pebp1,Ccdc38,Aph1a,1500002O20Rik,Dhrs4,,AI661453,Esyt2,Arhgap11a,Clec10a,Azin1,Samd9l
Nfe2,Gpr89,,Clp1,Gimap3,Zfp260,Car9,,,2310022B05Rik,Tpx2,,Letm2,,Chm,2410022M11Rik,Cebpe,Mcoln2,Med1,Cdk6,Irf7,Cfl1,Tfdp1,Plag1,Slc35b2,Commd9,Nhlrc1,Gga2,Spns1,,Ak1,Exosc2,Arhgap19,Clec4e,B230118H07Rik,Sel1l3
Ddit3,Huwe1,,Tagap,Ncf1,Zfp46,AI846148,,,Hint1,Cep72,,Mfsd6,,Dip2a,Ckap2,LOC100046350,Ift81,Ptpn2,2700029M09Rik,Junb,Rpl10a,Atp5a1,Zfp187,Etfdh,Zfp12,Axl,St3gal2,Zbtb45,,Akap7,Exph5,Arhgef2,Clnk,B3gnt5,Sfxn3
Foxo3,Trip6,,Rassf2,Rpl31,Prdm2,Galnt2,,,Papola,Cenpp,,Mettl7a1,,7530416G11Rik,Pbx1,Ostc,Cdkl3,Syncrip,Alyref,Klf4,Batf3,Cdca3,Lst1,Prim1,A130022J15Rik,Scnm1,Asph,Tmem20,,Akap9,F5,Arl4a,Clta,B4galnt1,Sh3bp2
Bcl11a,Atpbd4,,Trim37,Sema4b,Gata3,Aqp9,,,Yod1,4931417G12Rik,,Map4k3,,Tmem263,Lphn3,Xbp1,Morf4l2,Ciita,Ccne2,Mphosph8,Id2,Cenpn,Ctsb,Tbcc,Ddx46,Spg7,Zfp398,Gstz1,,Aldh1a1,Fam110b,Arl6ip1,Cnpy3,Bach2,Shisa5
Gfi1b,Helz,,Prmt1,Ncor1,Pax5,Rbm5,,,Tubb5,Hist1h2ah,,Mmrn1,,Pcmtd1,Tlx2,Mpo,Slc30a4,Eprs,Hmgn2,Nfkbiz,Ifi205,Hist1h2bc,,Foxn3,2010110K16Rik,Mrps23,Uspl1,0610010E21Rik,,Aldoc,Fas,Armc1,Cpa3,Bag4,Slc50a1
Zfpm1,Stxbp1,,Ptger1,Prps2,Rorc,Spg7,,,E2f2,Ttc37,,Mpzl1,,Snx30,Bmp6,Il5ra,1110059E24Rik,Gbp6,Kntc1,Pydc4,Irf8,Rgs1,,Tmem143,Smek2,Gstm7,Npat,Fcrl1,,Als2cl,Faxc,Arpp19,Csf2rb,Baiap2,Smpd1
Zbtb7a,4933426M11Rik,,Mapk3,Tcp11l2,Rora,Ccl9,,,,Zfp882,,Mllt3,,Lemd2,Fras1,Pkn2,Serpinb3d,H2-Eb1,Nasp,Rel,Lbh,Polr2i,,Tuba1a,Nadk,Trip13,Wdr36,Perq1,,Amigo2,Fggy,Arrb2,Csf3r,Baz1b,Snx10
Nfe2,Rcor1,,Hsp90b1,Ppme1,Foxp3,Dnmt3b,,,,Add3,,Mylk,,Fam84b,BC048355,2010001M09Rik,Cdc2l6,Irf1,Ranbp1,Zbtb7b,Mnda,Hnrnpk,,2410187C16Rik,Gm1040,AY078069,Fbxl10,Klhl2,,Amotl2,Fjx1,Asap1,Csgalnact2,Baz2b,Socs5
Maff,Arih2,,Vim,Malt1,,Atp6v1a,,,,Stmn1,,Ndn,,3010026O09Rik,Hist1h4b,Gcap14,Hamp,Mrc1,Slbp,Zeb2,Pbx1,Hmgb3,,Tufm,Bud13,Ncor1,Rell1,Gfod1,,Ampd2,Fry,Asb1,Ctsg,Bcl2l11,Sp2
Mafg,Ap1b1,,Flot2,Nfkbiz,,Eif2ak3,,,,Vps8,,Nfat5,,Atp11c,ENSMUSG00000066938,Ap3s1,Cd200,Slc11a1,Snrpd1,Zfp36,Rbbp7,H2afz,,Rassf3,Cox4i2,Tnfrsf12a,3830406C13Rik,Cbx7,,Angpt1,Fzd3,Asf1b,Cxcr2,Bex6,Spns2
Sfpi1,Aaas,,Pdia5,Nsmaf,,6430527G18Rik,,,,Sdccag8,,Nupr1,,Nupl2,Olfr967,Ly6c2,Abt1,Txk,Spin1,Nav1,Cxx1b,Ndufb11,,Zfyve20,Smc6,2610020H08Rik,Nomo1,Rcor3,,Ank3,Fzd7,Ash2l,Dact1,Bid,Stx6
,Cd82,,Xbp1,Supt7l,,Pkig,,,,Abhd2,,Obsl1,,Ptpn23,Hist2h3b,Fam46c,Wdr49,,Srsf7,Mir6385,Eif4a-ps4,Zcrb1,,Letmd1,Rab14,Sacm1l,Psmb6,Taf6,,Ankrd12,Gchfr,Asph,Dap,Bin1,Suclg1
,Myd88,,Alcam,Arih1,,Scmh1,,,,BC048507,,Panx2,,Zdhhc8,Spc24,Ccr10,A430093F15Rik,,Ssrp1,2810433D01Rik,Gm10108,Pik3ca,,D12Ertd553e,Ndc80,Adck4,Pea15a,Hist1h2bb,,Ankrd27,Gdf3,Atad2,Dbi,Brd8,Tbc1d14
,Aprt,,St8sia4,Camk1d,,Cpa3,,,,Snora31,,Pex11a,,Plxnd1,Mars,AI451557,Cyp2j9,,Topbp1,4930477E14Rik,Gm4459,Shcbp1,,Mtdh,Ube2o,Mbtps1,9030624J02Rik,Bcl7b,,Ano6,Gucy1b1,Atad5,Deptor,Bri3bp,Tfr2
