Yang_Eryth_TF,Yang_Lineage_Eryth,Yang_Granulocyte_TF,Yang_Granulocyte_Lineage,Yang_Lineage_Lymphoid,Yang_Lymphoid_TFs,Yang_Megakaryocyte_Lineage,Yang_Megakaryocyte_TFs,Yang S Phase,Yang G1S Phase,Yang G2M ,Yang Refined G2M,Yang Quiescent,WilsonMolO,Tusi_EPO_MPP,MPP2_Pietras,MPP3_Pietras,MPP4_Pietras,Yang_IFNg_response,Chen_early pre-DC marker,Chen_pre-cDC2 marker,Chen_pre-cDC1 marker,Yang_active_HSCs,Yang_Quiescent_HSCs,Yang_HSCs,Yang_MPP1,Yang_MPP2,Yang_MPP3,Yang_MPP4,Niche,Pia_HSC,Pia_MPP1,Pia_MPP2,Pia_MPP3,Pia_MPP4,Pia_MPP5
,E2f4,,Trip13,Chml,,Pnpla2,,,,,,,,Sgsm2,Gm813,Ankrd23,Speer1-ps1,,11-Sep,,,Zc3h15,,Mdm1,Sf3b1,Faf1,Tcf25,Pop1,,Ccdc60,Tcaim,Chek1,Magt1,Dpp4,
,Pcmt1,,Ptpn22,Pnrc1,,Pola1,,,,,,,,Ankzf1,Slc7a4,Cabp1,Arf4,,Arid1b,,,Hist1h2bk,,Pip5k1c,Sirt5,Kif2c,Zfp384,Dpm2,,Ccm2l,Tfec,Chn2,Man2b1,Drc7,
,1700081L11Rik,,Plac8,Arhgef3,,AB124611,,,,,,,,RP23-239L21.4,Gprin1,Nupl1,Arhgap9,,Asb6,,,2310028O11Rik,,Pnpt1,Blmh,Atxn2,Tomm70a,Ppargc1b,,Ccnd1,Thada,Ciao2a,Mapkapk2,Dtx4,
,Ppan,,Plcg2,Satb1,,Nfatc3,,,,,,,,Smarcad1,Tmem141,Krtcap2,EG623849,,Bcl11a,,,4930579G24Rik,,Chd8,Dnmt3a,Btbd14b,Dffa,St3gal4,,Ccnd2,Thnsl1,Cib1,Mbnl3,Dusp2,
,Ncoa1,,Erp29,Dnajb9,,06-Sep,,,,,,,,Ccng2,Tuba8,Ghrl,Olfr114,,Dnajb6,,,Fam65b,,Pgs1,Lin9,Dhrs7b,Anapc4,Ehd4,,Ccnjl,Tiparp,Cit,Mcmbp,Dusp22,
,Wdr5,,Ly6c1,Exoc6,,Sar1a,,,,,,,,Dusp1,Frrs1,Zfp623,Sox12,,Hmgb1,,,G3bp1,,Polr3a,Clpb,Pola1,Nsun4,Angptl4,,Ccser2,Tmem106b,Ckap2l,Mdga1,Dynll1,
,Necap2,,Rchy1,Lat,,Kctd3,,,,,,,,Gal3st3,Icam4,Ly6k,Prkx,,Huwe1,,,Snrpa,,Atp6v1h,Ppp1r7,Pwp1,Cox6a1,Hyal2,,Cd274,Tmem123,Ckap5,Metap2,E2f2,
,BC024479,,Fes,Atad2b,,Sec61a1,,,,,,,,Ubash3a,Myom3,4932425I24Rik,Rbbp7,,Mef2c,,,Romo1,,Jak2,Tgfb1,Cybb,Med19,Pml,,Cd55,Tmem40,Cks2,Mettl6,Ect2,
,Enox2,,Csf3r,Dirc2,,Lmtk2,,,,,,,,Cep19,Haus8,ENSMUSG00000076563,B4galt4,,Myb,,,Cct2,,Ddx42,Ogdh,Oxr1,Smarcal1,Abca3,,Cd59a,Tmem47,Clec4d,Mex3b,Eef2k,
,5730494M16Rik,,Hells,Map3k8,,Add3,,,,,,,,Pkib,ENSMUSG00000063611,Slamf7,Fmnl2,,Rfc1,,,Tpm3,,Gstp1,Sap30bp,Atp5j,Gas5,Tmed9,,Cd63,Tmem64,Clspn,Mif,Eftud2,
,Zbed4,,Tnks,Rp2h,,Setx,,,,,,,,Fbxw9,Hist1h4i,Snapc3,Prdm9,,Runx1,,,1110054O05Rik,,Ets2,Exoc2,Rom1,Kcnb1,Dnalc4,,Cd81,Tmem80,Clstn3,Mlec,Egln1,
,Kpna1,,Col4a3bp,Rnase6,,1700021K19Rik,,,,,,,,Abcf3,Maz,Wdr51b,Map4k4,,Runx2,,,Nudt5,,Rsbn1,Zkscan1,Zcchc8,Rab22a,Tbc1d22b,,Cd84,Tsen2,Cmas,Mmgt1,Eif1ad,
,Mrps30,,Snx1,Parp8,,1810012P15Rik,,,,,,,,Phldb1,Gphb5,Gatm,Insig1,,Spib,,,Plscr1,,Mark3,2310008M10Rik,9630050M13Rik,Rbm14,Il1r1,,Cdc14b,Ttc21b,Cmc2,Mospd3,Eif4a1,
,Acss2,,Zwilch,2010107E04Rik,,Pex26,,,,,,,,Umad1,Hist1h3a,Hnrnpu,Mpeg1,,Tada2a,,,Cdk5rap3,,Jmjd2c,Tmem14c,Mrm1,Spryd3,2010321M09Rik,,Cdc42bpa,Ttc39a,Cmss1,Mpo,Eif4g2,
,Prpf40b,,Rapgef2,Dusp1,,Zfp384,,,,,,,,Stx1b,Olfr992,Folr1,Slc10a7,,Tceb2,,,Slc25a5,,AU021838,Man2b1,Slfn2,Mgat4a,Ube2b,,Cdc42bpb,Ttc41,Cmtr1,Mrpl15,Elf1,
,3830406C13Rik,,Qpctl,Ppp3ca,,Tmem184b,,,,,,,,Zbtb8os,1700065I17Rik,Cd79a,Gimap7,,Tcf19,,,Hmgb2,,Slc44a1,Smad7,Ebp,Cog8,Pik3r4,,Cdk14,Vash1,Cnot6,Mrpl16,Elk3,
,Eid1,,App,Snn,,P2rx7,,,,,,,,Rbl2,Hist1h1a,Cpa3,Tspyl2,,Tcf4,,,AI662270,,Paqr7,C85492,Gna15,Mettl8,Rnf185,,Cdkn1c,Vasp,Cnot9,Mrpl33,Emc3,
,Slc43a3,,Nars,Hpse,,Ankrd44,,,,,,,,Rnf40,Mycs,Micall1,Tbc1d24,,6030443J06Rik,,,Sf3b5,,D17Wsu104e,Cblb,Bcl2l12,Dera,Taok1,,Cep170b,Wdr11,Cntln,Mrpl48,Eno3,
,Ing5,,Sbno1,Tspan2,,Cnn2,,,,,,,,Ipo9,Trim54,Cd97,Taf5l,,C030017K20Rik,,,Uqcr10,,Chrnb1,Ubr5,Papss2,Ilf2,Kctd12,,Cep19,Zdhhc24,Coq3,Mrps2,Epb41l2,
,Lipa,,Slc25a17,Med1,,Map4k4,,,,,,,,Pomk,Hirip3,Dak,Fam38b2,,Eldr,,,Plek,,Hbegf,Tsg101,Sart1,Sqstm1,Stk11ip,,Cep70,Zfp1,Cotl1,Mrps22,Epb41l3,
,Aldh1a1,,Rhoh,Ets1,,Dgkz,,,,,,,,Arl3,ENSMUSG00000002791,Prpf4,9030619P08Rik,,Gm10193,,,Rgs2,,Bcl7b,Maea,2610002J02Rik,Gdf3,BC087945,,Cept1,Zfp11,Cox4i1,Mthfd2,Ephb2,
,Rfwd3,,Trmt6,A530032D15Rik,,Ncapd2,,,,,,,,Stard5,Tgm1,B230217C12Rik,Olfr350,,Gm13092,,,Gmfg,,Tfdp1,Tmem87a,C87436,Flcn,Rab8b,,Cers4,Zfp202,Cox5a,Mvb12a,Esr1,
,Hars,,Arl10,Tpd52,,Atp11b,,,,,,,,Lemd3,Kcnt1,Ifna7,Prss1,,Gm14161,,,Serf1,,Tk2,Atp6v1b2,Extl3,Pnpla2,Bmp1,,Cftr,Zfp462,Cox6a1,Myb,Ets1,
,Agtpbp1,,Stard7,Ggta1,,Sf3b2,,,,,,,,Zfp142,Epha8,I830077J02Rik,Eri3,,Gm14342,,,Larp4b,,H2-D1,Shmt2,Uvrag,3110001I20Rik,Macrod1,,Chchd7,Zfp65,Cox6b2,Nars,Evpl,
,Atxn2,,1810030O07Rik,Serpinh1,,Supt5h,,,,,,,,Klhl42,Pcgf1,A430078G23Rik,Ndufs2,,Gm16386,,,Sarnp,,Fes,Taf15,Prpf4,Il1rl1,BC060631,,Chd2,Zfp68,Cox6c,Ndc1,Ezr,
,Blcap,,D1Ertd622e,Pycard,,Leng8,,,,,,,,Tsacc,Nol6,Pes1,Egln1,,Gm26782,,,Klf13,,Ccdc69,Fxr1h,Ccdc130,Ednra,BC027231,,Chd7,Zfp961,Cox8a,Ndufaf5,Faah,
,Mesdc2,,Dnajb11,Bcdin3d,,Cd93,,,,,,,,Uty,Uts2,Slc36a1,Tsc2,,Pcdhgb4,,,6330577E15Rik,,Slc39a10,Rbm12,Kntc1,Ube2l3,Pscd1,,Chic1,,Cpne2,Nedd4,Fam102b,
,Eif2ak4,,Prdx5,Flt3,,Vps53,,,,,,,,Mef2a,Incenp,Ak5,Bex6,,Prorsd1,,,Cox6b1,,4930535B03Rik,Ube2h,Fbxl14,C1r,2010200O16Rik,,Chil5,,Cpsf2,Nek6,Fam173a,
,Igf2r,,Xylb,Tcf4,,Itpkb,,,,,,,,Rrm2b,Prc1,LOC435333,Tatdn3,,Ralgps2,,,Hdac2,,Fkrp,Prim2,Tbl2,Sil1,Mfsd1,,Chrnb1,,Creg1,Nin,Fam83d,
,Fpgs,,Pgd,Hus1,,Pink1,,,,,,,,Il3ra,Hemgn,N4bp2l2,BC019943,,Rpl22l1,,,2700094K13Rik,,Snx3,Ttc15,Ngly1,Xbp1,Kctd18,,Cic,,Creld2,Noct,Fancd2,
,Slc19a1,,Ncoa5,Cry1,,Camk1,,,,,,,,2010111I01Rik,4933400A11Rik,Rasgrp1,Cnn2,,Tex2,,,Tpx2,,Ing3,Ap1g2,Pdxdc1,Shoc2,Aggf1,,Cirbp,,Crip1,Npc2,Fancd2os,
,Lancl2,,Pdia6,Pmaip1,,Os9,,,,,,,,Aim2,P2rx1,Hyou1,Ttll11,,Tifab,,,Gnai3,,Sppl3,Lims1,Sap30,Eaf1,Rad50,,Cish,,Crtc3,Nploc4,Fancm,
,Aup1,,Rab31,Tlr7,,Yy1,,,,,,,,Tsc1,Zfp318,2310004I24Rik,Pdcd2,,Tmem107,,,Dnajc2,,Rbm34,Smap1,Plekhm1,Eps15l1,Cnnm2,,Cited2,,Cry1,Nudc,Fcho1,
,Kif20a,,1200011M11Rik,Cd74,,Hace1,,,,,,,,AY074887,Fmc1,0610010E21Rik,Nme4,,Tmem229b,,,Pde4b,,Tceal1,Ldha,Rnf146,Mrpl39,Rcbtb1,,Clca3a1,,Cse1l,Ola1,Fes,
,Opa3,,Sptlc2,5031414D18Rik,,Scd1,,,,,,,,Rpap3-ps2,P2ry1,Cd48,Prex2,,Xkrx,,,Txn1,,F730014I05Rik,Cxxc1,Tgfbr2,Rest,Cstf2t,,Clcn3,,Ctcf,Orai2,Fgd2,
,Tmem109,,Rybp,Eif2c2,,Ptgs1,,,,,,,,P3h1,9530015I07Rik,Cnot6l,Ube2q1,,Zcwpw1,,,Cenpf,,Adss,OTTMUSG00000010105,Add1,Mdfi,Xrcc2,,Cldn12,,Ctdp1,Os9,Fgd4,
,Ppp3r1,,Dusp6,Ubtd2,,Fntb,,,,,,,,Rcn2,Hinfp,Mre11a,Dnaja2,,Cntn1,,,Dpy30,,Lrrc8c,Tpx2,Herpud1,Csf1,Eya3,,Clec14a,,Cth,Osbpl5,Fkbp5,
,Mta3,,Cerk,Gramd3,,Vps8,,,,,,,,Slc25a13,Afap1l2,1700108M19Rik,Apol7e,,Tgfbr1,,,Sep-11,,Lemd3,Phospho2,Stk17b,Gnpnat1,Topors,,Clec1a,,Ctps,Otulinl,Flt3,
,Glrx5,,Riok3,2700081O15Rik,,Atg2b,,,,,,,,Itpk1,V1rf3,Zfp11,Pi4k2b,,Amica1,,,Ccnb2,,Suclg1,1200013B08Rik,Dexi,Birc4,Wbscr18,,Clip1,,Cttn,P2ry2,Fmnl1,
,Cs,,Cbfb,Actr1b,,Dock2,,,,,,,,Zfp219,OTTMUSG00000024895,Ankzf1,Lpar1,,Cd7,,,Rap1b,,9030418K01Rik,2310036O22Rik,Ankrd27,Extl2,Ppm1b,,Clip3,,Cuta,Pa2g4,Fndc10,
,Itga4,,Plekhb2,Leprotl1,,Cd9,,,,,,,,Abhd8,Angptl7,Hivep2,Theg,,Cd93,,,1190002H23Rik,,Mtbp,Mll3,9430016H08Rik,Il27ra,Xpo5,,Clip4,,Cyb5b,Padi2,Foxp1,
,2310022A10Rik,,Ero1lb,Tnfrsf13b,,Casc3,,,,,,,,Tes3-ps,Gm101,C1qtnf2,Paf1,,Ly6c2,,,Kif11,,Prdm4,Rnf38,Tpd52l2,Itch,C430004E15Rik,,Cln3,,Cycs,Palm,Frmd6,
,Tfrc,,Atrn,Cybasc3,,Eif3k,,,,,,,,Snap29,OTTMUSG00000006556,Syngr2,Pcca,,Ly6d,,,Arf6,,Rtn3,Cnih4,Epb4.1,Ogfr,C430048L16Rik,,Cltb,,Dach1,Pank1,Fth1,
,Psmd1,,Ykt6,Sh3rf1,,0610010K14Rik,,,,,,,,Ccdc163,Fbxw19,4930412M03Rik,Adh5,,Ly6e,,,Pds5a,,Lsm14a,Clip1,Wbscr22,Nrbp1,H6pd,,Clu,,Dap3,Pcbp1,Fzd9,
,Preb,,Igfbp4,Tmsb10,,Pik3r4,,,,,,,,Emid1,2410002O22Rik,Mapre2,Sccpdh,,Ly6g,,,Gata2,,Polr2a,Rab27b,Dscr3,Id1,Ccm2,,Cnpy4,,Dapk1,Pcyox1l,Gabpb1,
,Usp4,,I830077J02Rik,Armcx2,,Nup93,,,,,,,,Irf2,Smoc2,LOC435333  // LOC435333  // LOC435333  // LOC435333  // LOC435333  // LOC435333,Tmem208,,Pnn,,,Iqgap2,,D630004A14Rik,Abhd10,AW146020,Rab10,Phip,,Cnr1,,Dapp1,Pdia4,Gas6,
,Myh10,,Mrps27,Gnaq,,Rbl2,,,,,,,,Zfp763,Fgf12,Tc2n,8430406I07Rik,,Siglech,,,Pmf1,,Numa1,Fmnl3,Pip4k2b,Vps18,Dazap1,,Cnrip1,,Dars,Pdia6,Gcsam,
,Ttll1,,Mtmr3,Eed,,Itm2b,,,,,,,,Pomgnt1,ENSMUSG00000074517,Igk  // Igk,Ambp,,Stoml2,,,Slbp,,Ndufs4,Ctse,Rbms1,Tlk2,Pbx3,,Col16a1,,Dazap1,Pgam1,Gdap1,
,1500002O20Rik,,Eif4g3,Runx2,,Oxr1,,,,,,,,Trit1,ENSMUSG00000072677,Fto,Oxsm,,Tns1,,,Ifrd2,,Ankrd17,Stat5b,Hist1h3e,Mrps9,Ddi2,,Col4a1,,Dbf4,Pgk1,Gen1,
,Sepw1,,Rnf146,4931406C07Rik,,Itga2b,,,,,,,,Helq,Cbln1,Syk,Aldh1b1,,Adam10,,,Tmsb10,,Ulk1,Slmap,Ccrl2,Ccdc91,Gnl3l,,Coq8a,,Dctpp1,Phf5a,Gfi1,
,Rabgap1l,,Lamc1,H2-Ob,,Cttnbp2nl,,,,,,,,Smad1,Stab1,Dennd3,Tcfap2a,,Ptprf,,,Apex1,,Bmp1,Ankib1,Ube2a,Tcof1,4833439L19Rik,,Cox7a2l,,Ddias,Plac8,Ggta1,
,Aasdhppt,,Bphl,Etv5,,Naga,,,,,,,,Nkrf,Ppp1r13l,Gbp4,Katnal1,,Csf2rb2,,,Pfkl,,Ddx6,Cct7,Tapbp,Ammecr1,Akt2,,Cpne8,,Ddost,Plekhg3,Gins1,
,Arf6,,Arhgap21,Ccr9,,Trim35,,,,,,,,Pank3,OTTMUSG00000015762,Ascc2,Ap1s2,,Itgax,,,Fam64a,,Cd72,4933411K20Rik,Csnk1g1,Ccnt2,Lrp10,,Cpt1c,,Ddx27,Plppr3,Gins3,
,Grb10,,Wwc2,Tmem154,,Napsa,,,,,,,,Mgmt,Mett5d1,Olfr860,Wdr6,,Sell,,,Nop56,,Palb2,Ndufs8,Jtv1,0610010E21Rik,Pign,,Cr2,,Ddx39,Pmaip1,Glt8d2,
,Ccdc86,,Mtr,Ring1,,Ctdspl,,,,,,,,Nicn1,Gp5,Bmp2,Lax1,,Atp1b1,,,2900073G15Rik,,Gna-rs1,Cbx4,Zdhhc21,Gp5,4632417K18Rik,,Cracr2b,,Ddx41,Pold3,Gltp,
,Iars2,,Sepx1,Mef2c,,2510003E04Rik,,,,,,,,Sec61a2,Tas2r119,F2rl2,Maf1,,Slc41a2,,,Hist1h2ae,,Adssl1,Pprc1,Nufip2,Insr,Prkra,,Cramp1l,,Dek,Polr3k,Gm10384,
,Ube2d3,,Polr3b,Shq1,,Ptcd1,,,,,,,,Pomt2,Syngr4,Nf1,Magee1,,Tfrc,,,Hist1h2an,,Hk2,Cox7a2,Mgst1,Lrrc61,Rplp1,,Creb5,,Denr,Ppa2,Gm12504,
,Smpd4,,Runx1,Ctps2,,Lrrc59,,,,,,,,Ttbk2,Pgc,Tor1b,Lsp1,,Gm20721,,,Wdhd1,,Cadps2,Mrpl9,Tacc3,Galns,Tnpo2,,Crebrf,,Dhrs4,Ppat,Gm5111,
,Muted,,Stxbp3a,Serinc5,,Edem1,,,,,,,,Armcx2,Nanos1,Eif1a,Thrb,,Gm22030,,,Nrm,,Rhot2,Casp8ap2,AB124611,Hiatl1,Bola3,,Crim1,,Diaph1,Pphln1,Gm7694,
,Uspl1,,Lman1,Cdh1,,2310061C15Rik,,,,,,,,Cep97,ENSMUSG00000057802,Il7r,G3bp2,,Gm24085,,,H2afy,,Mpg,D10Wsu102e,Lpgat1,Rbm39,Abhd1,,Crisp2,,Diaph3,Ppm1f,Gng10,
,Nrf1,,Peli2,9230105E10Rik,,F2r,,,,,,,,Tnks,Hey2,Igk,100041306,,Gm25690,,,Nr4a2,,Ankrd49,Psap,Mrpl44,Dock2,Arl6ip2,,Crispld1,,Dipk2a,Ppp1r14b,Gng2,
,Cbr1,,Arhgdia,Traf6,,Nsun2,,,,,,,,Tmem161b,EG666730,Setbp1,1110028C15Rik,,Gm26727,,,Gnl2,,Mrpl50,Ubap2,Mobkl1a,G3bp2,Cradd,,Crlf3,,Diras2,Ppp1r7,Golm1,
,Ifrd2,,Zfp629,Rfx5,,Cln8,,,,,,,,Prpf39,4833418N17Rik,Stk40,Ly9,,Gm29084,,,Eif2s2,,Pdzk1ip1,Aig1,Tob2,4933434E20Rik,Zfp106,,Crls1,,Dlg3,Ppp2r1b,Gpr132,
,Mrpl38,,Ifitm3,Sdc4,,Blzf1,,,,,,,,Ift57,Ppat,Tcrg-V3,Bcs1l,,Gm29562,,,Asf1b,,Ube1dc1,Ict1,Twistnb,Creb3,Slc29a3,,Crybg1,,Dlgap5,Ppp4r3b,Gpr171,
,Dpy19l1,,Fbxo21,Map3k5,,Tbxas1,,,,,,,,Stk3,Asphd1,Prlr,Enkur,,RP23-1B19.2,,,Mef2c,,Tnip1,Ppp1ca,Tceb1,Akap8,2310038H17Rik,,Csad,,Dnajc11,Prtn3,Gpr65,
,Stam,,Rbbp7,Utp14b,,Grina,,,,,,,,Zfp275,Cd300lg,Chst1,Mettl7a1,,,,,Mcm7,,S100a1,Runx3,Ankrd13b,Tex264,Irak4,,Csrnp3,,Dnajc21,Ptbp1,Gsn,
,Fmr1,,Dhrs3,Bach1,,Cpne3,,,,,,,,Ccnj,Bsnd,Cd74,Defb43,,,,,Hmgn2,,Zfp180,Cirbp,Chmp2a,Lage3,H2-T23,,Ctdsp2,,Dnajc8,Ptgds,Gtse1,
,Msh6,,Serpinf1,Ly9,,Vasp,,,,,,,,Noc3l,Gclm,Csf2,Dnajb6,,,,,Mrpl54,,Uqcrfs1,Rassf5,Sema4a,Lat,Phf20l1,,Ctnnal1,,Dnajc9,Ptgr1,H2-Ab1,
,Smyd3,,Ets2,Igf2bp3,,Birc6,,,,,,,,BC035044,Tgfbr3,Butr1,Rnf214,,,,,Ncapg,,Smad2,Ralgds,Prdm2,Itm2b,Taf11,,Ctnnd1,,Dnmt1,Ptpre,H2-Eb1,
,Sp4,,Atp5g1,Zc3hav1l,,Lnpep,,,,,,,,Nfam1,EG636070  // EG636070,BC049730,Lgi3,,,,,Syce2,,Tpcn1,Thex1,Arfip1,5033414D02Rik,Bloc1s3,,Ctsf,,Dnph1,Pum3,H2-Ob,
,Nol10,,Fgl2,Slc44a2,,Wdr75,,,,,,,,Atp10d,Trim38,Pls1,Slc39a11,,,,,Mki67,,Aebp2,Acin1,Map4k1,Flvcr1,Ralb,,Ctsl,,Dpf2,Qrsl1,Helz2,
,Nktr,,B4galt6,Hnf4a,,Slco2b1,,,,,,,,AI987944,Prmt7,Asgr1,Dmp1,,,,,Tuba3a,,Mthfs,Emid1,Apc,Eif2c4,Ctdspl2,,Cuedc1,,Dpy19l1,Rab31,Hes6,
,Wdr36,,Fndc3b,Gata3,,Cdk5rap2,,,,,,,,2810025M15Rik,Gadd45g,Ido1,Olfr297,,,,,Nkg7,,Tmem80,Smc4,Daam1,Slc39a13,Lypla3,,Cx3cl1,,Dstn,Rab44,Hhex,
,Arrdc3,,Lrpap1,Nvl,,Nr1h2,,,,,,,,Spty2d1,Tll1,Ctss,Acy3,,,,,Zfp367,,Fer1l3,Rpl23,Vcam1,Cdc25b,Usp28,,Cyp26b1,,Dtl,Rbbp4,Hikeshi,
,Sqle,,Depdc5,Tmem55b,,Entpd1,,,,,,,,Smad6,Fam131c,Sbno1,Fnbp4,,,,,Dnttip2,,Zkscan14,Mrps9,Ppm1l,Cdk5rap3,Clp1,,Cyp2j6,,E2f1,Rbbp7,Hlx,
,Rnf214,,Ehmt2,Ppp3cb,,Gnaz,,,,,,,,Mapk8,4932441B19Rik,Rlim,P2ry14,,,,,Add3,,1700012H17Rik,2410018G20Rik,Akt1s1,Tmem57,Mrps30,,Cyp2j9,,E2f7,Rbl1,Hmmr,
,Ctage5,,Chmp2b,Nudt4,,Cldn12,,,,,,,,Simc1,Wnt6,Ly6e,H2-Ob,,,,,Mrpl42,,Foxj3,Zcchc3,Galnt2,Ghitm,Clec2i,,Cyp7b1,,E2f8,Rbmxl1,Hnf4a,
,Clic4,,Ugt1a7c,Sell,,Elp2,,,,,,,,Ptpn4,Nags,Pik3c3,Fbxo21,,,,,E130306D19Rik,,Cetn3,Mki67ip,Rpl28,1110007A13Rik,Cadps2,,Dcaf12l1,,Ebp,Rcc1,Hoxa9,
,Ecd,,Rabl5,Prkca,,Rfc1,,,,,,,,Ticam2,Trim17,Rexo2,Hbb-bh1,,,,,Imp4,,Gimap5,Sfrs4,Emp3,Luc7l2,Tars,,Dcaf12l2,,Ecd,Rfx7,Hsp90ab1,
,Fen1,,Ift57,Ddx17,,Alox5ap,,,,,,,,Arhgap27,Olfr1475,Glis2,Aldh1l1,,,,,Coq10b,,Hdac9,Cct2,Tmem38b,Afg3l2,EG633640,,Dcaf5,,Eif1b,Rinl,Hspa9,
,Ccdc123,,Pctp,Ifnar2,,Fbxl14,,,,,,,,Tnfrsf10b,Ferd3l,Icos,Tnip3,,,,,Prim1,,Aurkaip1,Rnf144b,Nfatc3,Usp47,A630047E20Rik,,Dcaf6,,Eif2s1,Riox1,Icos,
,Spryd4,,Sla,Smg7,,Vti1a,,,,,,,,Maoa,Tardbp,Cry1,Prkcd,,,,,Snrpb,,D5Ertd40e,Mthfd1l,Traf3ip1,Dpp8,Cdc20,,Dcbld1,,Eif2s2,Rmi2,Id2,
,Sfmbt1,,Dhx29,Cdc42se2,,Rnf181,,,,,,,,Cyb5d2,Diap1,ENSMUSG00000073728,Dock2,,,,,Spcs3,,Txnrd1,Abcb8,Qpctl,Itfg1,0610009O03Rik,,Dcbld2,,Eif3b,Rnaseh2b,Ifi203,
,Prkaa1,,Glce,Ankfy1,,Hexa,,,,,,,,Slc26a9,Lipi,Blnk,Sesn1,,,,,Nrgn,,Rmnd5a,Cisd2,2310061C15Rik,Aco1,Map2k6,,Dctn2,,Eif4a3,Rnf219,Ifi27,
,Rfx5,,Prtn3,Slc38a1,,Gabbr1,,,,,,,,Ocstamp,Rnf207,Tcl1b3,Xlr3c,,,,,Qars,,6430510M02Rik,Rbm7,Hn1,Usp8,Scamp3,,Ddit4,,Eif4e,Rnpep,Ifi27l2a,
,Lonp2,,Rfk,Ppm1l,,Nptn,,,,,,,,Epm2a,Scap,Spag9,Usp11,,,,,Csda,,Ndor1,3110002H16Rik,Pmf1,Yme1l1,Qsox2,,Ddx17,,Eif4h,Rpf2,Ifnar2,
,Aco2,,Dusp19,Plxdc2,,Lrch4,,,,,,,,Lrrc8b,Tdrkh,Thumpd2,Ckt2,,,,,Lrrc58,,Lhfpl2,Rtel1,D530033C11Rik,Smpdl3a,Cstf3,,Ddx50,,Eif5a,Rps27l,Ift81,
,Ylpm1,,Ptcd3,Il6st,,Atp5j,,,,,,,,Lrrc74b,Slc26a5,11-Sep,Rpl19,,,,,Lyar,,2310007H09Rik,Ocrl,Sphk2,Zfp672,Eif2s2,,Ddx60,,Eif6,Rrbp1,Igf2r,
,Setd8,,Pcyox1,Calu,,Bnip2,,,,,,,,Zfp946,Pcnxl2,Ticam1,Tspan2,,,,,Ncapd2,,Rgs14,Slc38a2,Ankzf1,Ttc4,Stub1,,Dennd1c,,Eipr1,Rsl1d1,Igsf9,
,6330578E17Rik,,Wee1,Ndel1,,Rab37,,,,,,,,Znf512b,Robld3,Acot5,Fbxw4,,,,,Ptp4a1,,Gm962,Arid1b,Nola2,Sf4,Gtf3c2,,Dennd2d,,Emc6,Rtn3,Ikzf1,
,Thra,,Mterfd1,Smn1,,Dusp16,,,,,,,,Ecm2,Sdcbp2,06-Sep,Bcl6,,,,,Ppp1cc,,Tsc22d4,Uqcrb,Zmat3,Prei4,Nbr1,,Dexi,,Emilin2,Scamp3,Il10rb,
,4933424B01Rik,,Dpagt1,Ccnd1,,Akap8,,,,,,,,Trim14,Ceacam20,Cacna1h,Nr0b1,,,,,Ptpn7,,Arcn1,Uap1l1,Cd84,Centa1,Phc2,,Dgkg,,Emp3,Sdf2l1,Il12a,
